review_id,movie_id,viewer_id,review_date,sentiment,score,review_text
R0419,M013,V0429,2024-12-12,negative,1,Disappointing story.
R0420,M015,V0492,2025-01-13,neutral,6,"It was okay, expected more."
R0421,M002,V0462,2025-03-27,negative,3,Comedy fell completely flat.
R0422,M006,V0282,2024-11-07,negative,1,Comedy fell completely flat.
R0423,M010,V0279,2025-03-23,neutral,6,"Decent watch, nothing special."
R0424,M007,V0048,2025-02-18,neutral,5,Average plot but good acting.
R0425,M010,V0177,2025-01-13,positive,7,Absolutely loved it!
R0426,M015,V0008,2025-02-21,negative,4,Comedy fell completely flat.
R0427,M013,V0051,2025-03-22,positive,7,Must watch!
R0428,M013,V0414,2025-02-13,negative,4,Poor screenplay and weak characters.
R0429,M010,V0473,2024-10-31,neutral,6,Average plot but good acting.
R0430,M014,V0398,2024-12-08,negative,4,Comedy fell completely flat.
R0431,M009,V0124,2025-02-28,negative,3,Poor screenplay and weak characters.
R0432,M014,V0140,2025-03-10,positive,9,Absolutely loved it!
R0433,M014,V0427,2024-11-12,negative,1,Comedy fell completely flat.
R0434,M013,V0001,2024-10-02,negative,4,Comedy fell completely flat.
R0435,M010,V0465,2025-01-08,positive,7,Absolutely loved it!
R0436,M001,V0427,2025-01-08,negative,2,Not worth the time.
R0437,M002,V0343,2024-11-19,negative,2,Poor screenplay and weak characters.
R0438,M014,V0025,2024-10-17,negative,1,Comedy fell completely flat.
R0439,M009,V0314,2025-03-15,negative,1,Poor screenplay and weak characters.
R0440,M002,V0323,2025-03-05,neutral,5,"Decent watch, nothing special."
R0441,M014,V0028,2025-01-25,neutral,6,Average plot but good acting.
R0442,M013,V0442,2025-03-11,negative,3,Not worth the time.
R0443,M014,V0487,2025-01-22,positive,10,"Gripping storyline, great visuals."
R0444,M011,V0026,2025-01-03,negative,3,Not worth the time.
R0445,M011,V0139,2024-10-05,neutral,5,Average plot but good acting.
R0446,M008,V0307,2024-12-12,positive,8,"Gripping storyline, great visuals."
R0447,M003,V0366,2025-01-23,negative,1,Not worth the time.
R0448,M012,V0391,2025-01-14,positive,7,Must watch!
R0449,M010,V0177,2024-10-05,negative,3,Disappointing story.
R0450,M012,V0372,2025-03-10,positive,8,"Gripping storyline, great visuals."
R0451,M015,V0473,2024-10-13,positive,7,Must watch!
R0452,M010,V0035,2024-12-07,positive,10,Absolutely loved it!
R0453,M007,V0346,2025-02-14,positive,9,Outstanding performance.
R0454,M002,V0102,2024-11-21,negative,4,Comedy fell completely flat.
R0455,M004,V0480,2024-11-03,negative,2,Poor screenplay and weak characters.
R0456,M006,V0104,2024-12-28,negative,3,Comedy fell completely flat.
R0457,M002,V0279,2024-10-21,positive,8,"Gripping storyline, great visuals."
R0458,M001,V0435,2024-11-12,negative,4,Disappointing story.
R0459,M002,V0084,2024-10-01,positive,10,"Gripping storyline, great visuals."
R0460,M002,V0385,2025-01-17,negative,4,Not worth the time.
R0461,M014,V0343,2024-12-21,positive,9,Must watch!
R0462,M008,V0280,2025-02-24,positive,8,Outstanding performance.
R0463,M007,V0098,2024-11-25,negative,2,Comedy fell completely flat.
R0464,M002,V0152,2024-12-18,positive,9,Outstanding performance.
R0465,M010,V0372,2024-11-13,negative,1,Poor screenplay and weak characters.
R0466,M001,V0443,2025-01-10,negative,3,Poor screenplay and weak characters.
R0467,M009,V0499,2024-10-25,negative,1,Comedy fell completely flat.
R0468,M005,V0028,2024-11-30,neutral,5,Average plot but good acting.
R0469,M004,V0426,2024-10-27,neutral,5,Average plot but good acting.
R0470,M008,V0056,2024-11-06,positive,9,"Gripping storyline, great visuals."
R0471,M012,V0342,2025-02-09,positive,8,Must watch!
R0472,M015,V0039,2024-10-04,negative,3,Not worth the time.
R0473,M011,V0450,2025-02-03,negative,2,Not worth the time.
R0474,M002,V0134,2025-02-10,negative,4,Comedy fell completely flat.
R0475,M003,V0280,2024-12-27,positive,10,"Gripping storyline, great visuals."
R0476,M013,V0225,2024-11-29,positive,10,"Gripping storyline, great visuals."
R0477,M014,V0448,2025-02-16,negative,4,Not worth the time.
R0478,M015,V0435,2025-02-09,negative,2,Not worth the time.
R0479,M009,V0210,2024-10-08,neutral,6,Average plot but good acting.
R0480,M004,V0385,2025-01-24,positive,10,Absolutely loved it!
R0481,M008,V0279,2025-03-12,positive,10,"Gripping storyline, great visuals."
R0482,M007,V0233,2025-01-31,negative,2,Disappointing story.
R0483,M007,V0121,2025-01-12,positive,8,Highly recommend!
R0484,M013,V0441,2024-10-04,negative,3,Poor screenplay and weak characters.
R0485,M013,V0193,2025-02-16,negative,1,Not worth the time.
R0486,M002,V0093,2024-11-27,negative,3,Poor screenplay and weak characters.
R0487,M006,V0045,2025-01-09,negative,3,Poor screenplay and weak characters.
R0488,M001,V0277,2025-01-23,neutral,6,"Decent watch, nothing special."
R0489,M011,V0208,2025-02-23,neutral,5,"Decent watch, nothing special."
R0490,M012,V0268,2025-03-16,negative,2,Not worth the time.
R0491,M002,V0072,2024-12-23,positive,10,Highly recommend!
R0492,M007,V0387,2025-03-02,positive,8,Absolutely loved it!
R0493,M009,V0274,2025-03-24,positive,10,Outstanding performance.
R0494,M004,V0320,2025-03-05,positive,7,Highly recommend!
R0495,M005,V0445,2024-10-05,positive,9,Must watch!
R0496,M003,V0436,2024-12-24,negative,1,Disappointing story.
R0497,M010,V0340,2025-02-16,negative,4,Comedy fell completely flat.
R0498,M012,V0367,2025-03-27,positive,10,Outstanding performance.
R0499,M009,V0332,2024-11-03,neutral,5,Average plot but good acting.
R0500,M015,V0173,2025-03-06,positive,10,Highly recommend!
R0501,M009,V0332,2024-10-22,negative,2,Poor screenplay and weak characters.
R0502,M006,V0321,2025-02-17,positive,8,Highly recommend!
R0503,M008,V0356,2025-03-17,negative,1,Comedy fell completely flat.
R0504,M002,V0473,2024-11-15,neutral,6,"Decent watch, nothing special."
R0505,M015,V0206,2025-01-23,positive,9,"Gripping storyline, great visuals."
R0506,M008,V0277,2025-03-18,negative,4,Not worth the time.
R0507,M001,V0232,2024-12-10,positive,10,"Gripping storyline, great visuals."
R0508,M013,V0494,2025-03-07,negative,2,Disappointing story.
R0509,M012,V0254,2025-03-06,positive,8,Highly recommend!
R0510,M008,V0278,2024-11-08,positive,7,Highly recommend!
R0511,M010,V0259,2025-02-05,positive,7,Must watch!
R0512,M014,V0164,2025-02-10,negative,3,Not worth the time.
R0513,M008,V0405,2025-03-14,negative,1,Poor screenplay and weak characters.
R0514,M011,V0001,2025-01-11,positive,9,Must watch!
R0515,M011,V0189,2024-10-14,negative,4,Poor screenplay and weak characters.
R0516,M015,V0340,2025-01-01,negative,1,Comedy fell completely flat.
R0517,M007,V0170,2025-03-25,positive,10,"Gripping storyline, great visuals."
R0518,M010,V0016,2025-03-22,negative,1,Disappointing story.
R0519,M003,V0461,2025-02-16,neutral,5,"Decent watch, nothing special."
R0520,M013,V0437,2025-01-04,neutral,6,Average plot but good acting.
R0521,M005,V0479,2025-02-12,negative,3,Comedy fell completely flat.
R0522,M008,V0202,2024-11-20,positive,10,Must watch!
R0523,M006,V0151,2024-11-17,positive,10,Must watch!
R0524,M011,V0350,2025-02-14,negative,3,Poor screenplay and weak characters.
R0525,M013,V0426,2024-11-26,positive,7,Must watch!
R0526,M009,V0479,2024-10-27,positive,10,Outstanding performance.
R0527,M007,V0134,2024-10-21,negative,3,Poor screenplay and weak characters.
R0528,M003,V0390,2024-12-26,positive,9,"Gripping storyline, great visuals."
R0529,M003,V0200,2024-11-12,neutral,6,"It was okay, expected more."
R0530,M003,V0485,2025-02-28,positive,7,Must watch!
R0531,M014,V0176,2025-02-13,negative,4,Poor screenplay and weak characters.
R0532,M002,V0441,2025-02-07,negative,4,Disappointing story.
R0533,M009,V0190,2025-01-02,positive,7,Absolutely loved it!
R0534,M011,V0266,2024-12-07,positive,8,"Gripping storyline, great visuals."
R0535,M014,V0167,2024-10-05,positive,9,Highly recommend!
R0536,M006,V0396,2025-03-24,positive,8,Outstanding performance.
R0537,M014,V0115,2024-10-02,neutral,5,"Decent watch, nothing special."
R0538,M005,V0062,2025-03-22,positive,10,Highly recommend!
R0539,M014,V0039,2024-10-29,positive,10,"Gripping storyline, great visuals."
R0540,M010,V0085,2024-10-13,positive,8,Must watch!
R0541,M009,V0298,2024-11-30,neutral,6,Average plot but good acting.
R0542,M013,V0045,2025-01-02,negative,1,Not worth the time.
R0543,M007,V0046,2024-12-23,neutral,5,Average plot but good acting.
R0544,M008,V0168,2024-12-23,negative,2,Not worth the time.
R0545,M002,V0374,2024-11-14,negative,4,Poor screenplay and weak characters.
R0546,M010,V0419,2025-01-16,negative,4,Comedy fell completely flat.
R0547,M012,V0050,2024-11-30,positive,9,"Gripping storyline, great visuals."
R0548,M008,V0024,2024-10-05,neutral,6,"It was okay, expected more."
R0549,M005,V0357,2025-03-14,negative,3,Disappointing story.
R0550,M005,V0019,2024-12-30,negative,2,Not worth the time.
R0551,M008,V0316,2025-02-13,positive,7,Absolutely loved it!
R0552,M012,V0269,2025-01-30,positive,10,Highly recommend!
R0553,M001,V0376,2024-11-03,positive,10,"Gripping storyline, great visuals."
R0554,M001,V0185,2024-11-03,neutral,5,"Decent watch, nothing special."
R0555,M014,V0270,2025-02-20,positive,9,Outstanding performance.
R0556,M007,V0456,2024-11-05,negative,3,Poor screenplay and weak characters.
R0557,M009,V0214,2024-10-15,positive,7,Outstanding performance.
R0558,M014,V0260,2025-01-15,positive,10,"Gripping storyline, great visuals."
R0559,M009,V0144,2024-12-16,positive,8,Must watch!
R0560,M003,V0362,2024-12-26,positive,8,Highly recommend!
R0561,M006,V0278,2025-03-11,neutral,5,Average plot but good acting.
R0562,M012,V0217,2025-01-02,positive,10,Outstanding performance.
R0563,M013,V0148,2024-11-15,positive,10,Highly recommend!
R0564,M003,V0491,2025-03-07,neutral,5,"Decent watch, nothing special."
R0565,M002,V0171,2024-10-07,positive,7,Must watch!
R0566,M015,V0452,2024-10-11,negative,1,Disappointing story.
R0567,M003,V0191,2025-03-13,neutral,5,"Decent watch, nothing special."
R0568,M010,V0038,2024-11-30,negative,4,Not worth the time.
R0569,M011,V0410,2024-12-23,negative,2,Poor screenplay and weak characters.
R0570,M002,V0003,2024-12-22,negative,4,Poor screenplay and weak characters.
R0571,M008,V0268,2024-11-22,negative,1,Comedy fell completely flat.
R0572,M009,V0350,2024-10-26,negative,3,Poor screenplay and weak characters.
R0573,M005,V0436,2025-02-11,neutral,5,"It was okay, expected more."
R0574,M010,V0198,2025-02-28,positive,7,Highly recommend!
R0575,M012,V0074,2025-02-05,positive,8,Must watch!
R0576,M007,V0461,2025-03-13,positive,8,"Gripping storyline, great visuals."
R0577,M012,V0330,2025-01-14,neutral,5,"Decent watch, nothing special."
R0578,M012,V0067,2025-01-02,negative,1,Not worth the time.
R0579,M015,V0148,2024-11-23,neutral,6,"Decent watch, nothing special."
R0580,M009,V0413,2024-11-14,negative,4,Disappointing story.
R0581,M012,V0098,2024-10-17,negative,3,Not worth the time.
R0582,M004,V0074,2025-03-15,positive,10,Absolutely loved it!
R0583,M011,V0320,2024-10-24,neutral,5,"Decent watch, nothing special."
R0584,M007,V0454,2024-10-24,negative,1,Not worth the time.
R0585,M007,V0251,2024-11-10,neutral,5,"Decent watch, nothing special."
R0586,M012,V0238,2024-12-28,positive,9,Absolutely loved it!
R0587,M009,V0393,2025-01-29,negative,3,Comedy fell completely flat.
R0588,M009,V0341,2025-01-25,negative,2,Not worth the time.
R0589,M013,V0461,2024-12-29,negative,3,Comedy fell completely flat.
R0590,M008,V0134,2025-01-01,neutral,6,"It was okay, expected more."
R0591,M011,V0248,2024-11-04,neutral,5,Average plot but good acting.
R0592,M003,V0483,2024-10-09,positive,10,Outstanding performance.
R0593,M003,V0047,2025-02-08,positive,10,"Gripping storyline, great visuals."
R0594,M007,V0124,2024-10-27,positive,9,"Gripping storyline, great visuals."
R0595,M001,V0445,2024-11-16,positive,9,"Gripping storyline, great visuals."
R0596,M002,V0090,2024-10-17,positive,8,"Gripping storyline, great visuals."
R0597,M011,V0102,2025-01-22,negative,4,Not worth the time.
R0598,M015,V0336,2025-02-27,positive,10,Must watch!
R0599,M014,V0167,2024-11-16,negative,1,Not worth the time.
R0600,M003,V0490,2025-02-23,positive,10,Highly recommend!
R0601,M004,V0452,2024-11-13,positive,7,Absolutely loved it!
R0602,M012,V0410,2024-12-23,positive,7,Highly recommend!
R0603,M002,V0121,2025-02-19,neutral,5,"It was okay, expected more."
R0604,M003,V0460,2024-11-12,negative,4,Poor screenplay and weak characters.
R0605,M011,V0360,2024-12-02,neutral,6,"It was okay, expected more."
R0606,M014,V0105,2024-12-21,positive,9,Highly recommend!
R0607,M005,V0214,2024-11-01,neutral,5,Average plot but good acting.
R0608,M012,V0378,2025-02-04,positive,8,Must watch!
R0609,M003,V0149,2024-12-03,positive,7,Absolutely loved it!
R0610,M010,V0134,2024-12-04,neutral,6,"It was okay, expected more."
R0611,M013,V0313,2024-10-30,positive,8,Must watch!
R0612,M015,V0310,2025-02-27,positive,8,"Gripping storyline, great visuals."
R0613,M001,V0293,2024-11-14,negative,3,Comedy fell completely flat.
R0614,M002,V0029,2024-12-24,negative,3,Not worth the time.
R0615,M011,V0240,2025-02-12,positive,10,"Gripping storyline, great visuals."
R0616,M012,V0110,2025-02-03,negative,2,Poor screenplay and weak characters.
R0617,M003,V0488,2025-02-20,positive,10,Highly recommend!
R0618,M004,V0077,2024-10-08,negative,3,Disappointing story.
R0619,M003,V0204,2024-10-14,neutral,6,"It was okay, expected more."
R0620,M004,V0020,2024-10-12,negative,3,Poor screenplay and weak characters.
R0621,M013,V0251,2025-03-05,positive,9,"Gripping storyline, great visuals."
R0622,M009,V0260,2025-02-23,positive,9,"Gripping storyline, great visuals."
R0623,M006,V0355,2025-03-30,negative,4,Poor screenplay and weak characters.
R0624,M011,V0183,2024-11-17,positive,9,Must watch!
R0625,M011,V0202,2024-10-16,positive,9,Absolutely loved it!
R0626,M004,V0143,2024-12-17,negative,1,Not worth the time.
R0627,M015,V0331,2024-10-21,positive,7,Highly recommend!
R0628,M014,V0165,2024-10-29,positive,10,"Gripping storyline, great visuals."
R0629,M002,V0428,2024-11-11,neutral,6,"Decent watch, nothing special."
R0630,M014,V0461,2024-10-24,positive,10,Absolutely loved it!
R0631,M013,V0330,2025-02-25,negative,3,Not worth the time.
R0632,M013,V0384,2024-12-29,positive,10,Absolutely loved it!
R0633,M002,V0102,2025-01-31,neutral,5,Average plot but good acting.
R0634,M011,V0099,2024-10-15,positive,9,Highly recommend!
R0635,M014,V0467,2024-10-02,negative,4,Comedy fell completely flat.
R0636,M008,V0108,2025-03-25,negative,2,Comedy fell completely flat.
R0637,M002,V0496,2024-10-30,positive,10,Must watch!
R0638,M007,V0325,2024-11-08,negative,1,Not worth the time.
R0639,M002,V0081,2024-10-31,negative,4,Comedy fell completely flat.
R0640,M007,V0386,2025-03-19,positive,8,Must watch!
R0641,M001,V0311,2025-03-22,negative,2,Disappointing story.
R0642,M002,V0196,2025-01-12,negative,2,Disappointing story.
R0643,M003,V0022,2024-10-31,negative,3,Disappointing story.
R0644,M008,V0371,2024-12-27,negative,3,Comedy fell completely flat.
R0645,M015,V0102,2025-03-09,negative,4,Not worth the time.
R0646,M001,V0293,2024-11-19,neutral,5,Average plot but good acting.
R0647,M007,V0107,2025-02-15,neutral,6,"Decent watch, nothing special."
R0648,M011,V0234,2025-03-16,negative,3,Poor screenplay and weak characters.
R0649,M013,V0054,2024-11-08,positive,9,Outstanding performance.
R0650,M003,V0047,2024-12-12,negative,2,Disappointing story.
R0651,M013,V0350,2025-01-10,positive,9,Highly recommend!
R0652,M003,V0441,2024-10-03,neutral,6,"It was okay, expected more."
R0653,M011,V0069,2024-11-08,neutral,6,"It was okay, expected more."
R0654,M005,V0066,2024-10-05,positive,7,Highly recommend!
R0655,M004,V0496,2024-12-29,neutral,6,"It was okay, expected more."
R0656,M007,V0415,2025-03-17,negative,2,Disappointing story.
R0657,M013,V0367,2025-03-20,negative,4,Poor screenplay and weak characters.
R0658,M003,V0255,2024-10-05,positive,10,Absolutely loved it!
R0659,M004,V0061,2024-11-06,positive,8,Outstanding performance.
R0660,M004,V0479,2024-12-31,positive,7,Highly recommend!
R0661,M006,V0188,2025-01-08,positive,9,Outstanding performance.
R0662,M013,V0109,2024-10-07,negative,3,Poor screenplay and weak characters.
R0663,M002,V0014,2024-11-06,negative,3,Comedy fell completely flat.
R0664,M015,V0217,2024-11-01,negative,1,Poor screenplay and weak characters.
R0665,M010,V0246,2024-11-29,negative,3,Comedy fell completely flat.
R0666,M005,V0086,2025-03-03,negative,1,Disappointing story.
R0667,M008,V0221,2025-01-18,negative,2,Disappointing story.
R0668,M007,V0067,2024-11-02,negative,4,Poor screenplay and weak characters.
R0669,M009,V0176,2024-12-21,negative,2,Poor screenplay and weak characters.
R0670,M014,V0424,2025-03-25,negative,3,Disappointing story.
R0671,M004,V0017,2024-12-03,neutral,5,"Decent watch, nothing special."
R0672,M002,V0316,2025-01-01,negative,1,Comedy fell completely flat.
R0673,M008,V0469,2025-03-13,positive,10,"Gripping storyline, great visuals."
R0674,M006,V0458,2024-12-18,positive,7,Highly recommend!
R0675,M002,V0227,2025-03-01,neutral,6,"It was okay, expected more."
R0676,M013,V0191,2024-12-12,neutral,6,Average plot but good acting.
R0677,M014,V0485,2024-12-03,negative,3,Poor screenplay and weak characters.
R0678,M008,V0071,2024-12-04,negative,2,Comedy fell completely flat.
R0679,M007,V0057,2024-10-12,negative,1,Disappointing story.
R0680,M013,V0409,2025-02-09,negative,2,Disappointing story.
R0681,M001,V0014,2025-01-14,negative,4,Not worth the time.
R0682,M002,V0205,2024-12-10,positive,8,Absolutely loved it!
R0683,M008,V0217,2025-02-10,negative,3,Disappointing story.
R0684,M009,V0265,2024-10-25,negative,1,Poor screenplay and weak characters.
R0685,M008,V0076,2025-03-01,negative,2,Disappointing story.
R0686,M014,V0499,2024-12-27,negative,2,Disappointing story.
R0687,M008,V0101,2025-02-08,negative,2,Disappointing story.
R0688,M007,V0053,2024-12-03,positive,8,Absolutely loved it!
R0689,M008,V0171,2024-10-21,negative,4,Disappointing story.
R0690,M014,V0185,2025-02-13,neutral,5,Average plot but good acting.
R0691,M008,V0103,2025-01-11,neutral,5,"Decent watch, nothing special."
R0692,M002,V0013,2024-10-05,negative,4,Comedy fell completely flat.
R0693,M003,V0273,2025-02-13,neutral,6,"It was okay, expected more."
R0694,M006,V0219,2025-03-30,positive,8,"Gripping storyline, great visuals."
R0695,M010,V0255,2024-10-08,neutral,5,"Decent watch, nothing special."
R0696,M002,V0003,2024-12-25,positive,9,Must watch!
R0697,M011,V0311,2025-01-12,negative,4,Not worth the time.
R0698,M014,V0473,2024-12-05,positive,8,"Gripping storyline, great visuals."
R0699,M015,V0224,2024-11-08,positive,7,Absolutely loved it!
R0700,M006,V0033,2025-02-12,positive,10,Must watch!
R0701,M014,V0359,2025-01-30,negative,3,Disappointing story.
R0702,M001,V0137,2025-01-12,negative,1,Comedy fell completely flat.
R0703,M007,V0160,2024-12-24,negative,2,Disappointing story.
R0704,M013,V0408,2024-10-30,negative,2,Disappointing story.
R0705,M008,V0249,2025-03-20,positive,10,"Gripping storyline, great visuals."
R0706,M002,V0020,2024-10-06,neutral,5,"It was okay, expected more."
R0707,M011,V0300,2024-11-30,neutral,5,"It was okay, expected more."
R0708,M013,V0035,2025-02-22,positive,9,Outstanding performance.
R0709,M010,V0162,2024-12-03,negative,1,Disappointing story.
R0710,M006,V0022,2024-12-05,negative,3,Disappointing story.
R0711,M013,V0153,2025-03-15,positive,10,Highly recommend!
R0712,M014,V0476,2025-01-10,positive,8,Highly recommend!
R0713,M009,V0328,2024-11-27,positive,8,Absolutely loved it!
R0714,M004,V0303,2025-01-21,positive,8,Absolutely loved it!
R0715,M014,V0196,2025-03-04,positive,7,Highly recommend!
R0716,M012,V0053,2025-01-14,neutral,5,Average plot but good acting.
R0717,M002,V0111,2025-02-02,negative,3,Poor screenplay and weak characters.
R0718,M001,V0246,2025-02-24,positive,8,Outstanding performance.
R0719,M004,V0426,2024-11-14,negative,4,Poor screenplay and weak characters.
R0720,M007,V0108,2025-03-26,negative,3,Poor screenplay and weak characters.
R0721,M010,V0467,2024-10-30,positive,10,Highly recommend!
R0722,M008,V0035,2024-12-07,negative,1,Not worth the time.
R0723,M015,V0435,2025-03-19,positive,7,Must watch!
R0724,M001,V0240,2024-10-14,negative,4,Comedy fell completely flat.
R0725,M014,V0433,2024-11-13,positive,9,Absolutely loved it!
R0726,M002,V0029,2024-11-10,positive,7,Absolutely loved it!
R0727,M011,V0049,2025-02-17,neutral,5,"Decent watch, nothing special."
R0728,M004,V0351,2025-03-29,neutral,6,"It was okay, expected more."
R0729,M010,V0305,2025-02-07,positive,9,Highly recommend!
R0730,M008,V0460,2024-10-29,negative,3,Disappointing story.
R0731,M008,V0375,2025-02-15,negative,1,Poor screenplay and weak characters.
R0732,M015,V0016,2024-10-19,positive,9,Highly recommend!
R0733,M015,V0458,2024-12-06,positive,7,Outstanding performance.
R0734,M009,V0083,2024-10-31,negative,3,Comedy fell completely flat.
R0735,M015,V0268,2025-02-09,neutral,6,"It was okay, expected more."
R0736,M015,V0293,2025-01-21,negative,4,Poor screenplay and weak characters.
R0737,M008,V0277,2024-11-14,negative,1,Disappointing story.
R0738,M013,V0133,2025-02-16,negative,1,Disappointing story.
R0739,M007,V0164,2025-01-30,positive,8,Absolutely loved it!
R0740,M014,V0432,2024-11-18,negative,3,Comedy fell completely flat.
R0741,M010,V0154,2025-03-02,negative,2,Comedy fell completely flat.
R0742,M002,V0479,2024-11-10,negative,2,Comedy fell completely flat.
R0743,M011,V0139,2024-11-12,positive,10,Highly recommend!
R0744,M011,V0287,2025-02-07,positive,7,Must watch!
R0745,M008,V0297,2025-03-21,positive,7,"Gripping storyline, great visuals."
R0746,M011,V0137,2024-10-12,negative,1,Poor screenplay and weak characters.
R0747,M004,V0133,2024-10-23,negative,2,Comedy fell completely flat.
R0748,M002,V0219,2024-10-12,neutral,6,Average plot but good acting.
R0749,M015,V0329,2024-12-03,positive,9,Must watch!
R0750,M008,V0346,2025-03-26,neutral,5,"It was okay, expected more."
R0751,M009,V0171,2025-01-05,negative,4,Poor screenplay and weak characters.
R0752,M002,V0298,2025-03-18,positive,8,"Gripping storyline, great visuals."
R0753,M003,V0328,2024-10-12,neutral,5,"It was okay, expected more."
R0754,M015,V0360,2025-03-13,positive,7,Outstanding performance.
R0755,M014,V0193,2025-01-07,positive,10,Highly recommend!
R0756,M004,V0480,2025-03-06,neutral,5,Average plot but good acting.
R0757,M001,V0232,2025-02-08,neutral,5,Average plot but good acting.
R0758,M003,V0228,2024-10-03,negative,2,Not worth the time.
R0759,M009,V0053,2025-01-07,neutral,6,"Decent watch, nothing special."
R0760,M003,V0297,2024-12-02,neutral,6,"It was okay, expected more."
R0761,M007,V0278,2025-02-17,neutral,5,"Decent watch, nothing special."
R0762,M001,V0496,2025-02-24,positive,9,Must watch!
R0763,M005,V0205,2025-02-14,positive,9,Highly recommend!
R0764,M004,V0022,2025-01-20,positive,10,Must watch!
R0765,M005,V0246,2024-11-08,positive,7,Highly recommend!
R0766,M008,V0295,2024-10-18,positive,10,"Gripping storyline, great visuals."
R0767,M001,V0427,2024-10-17,positive,10,Absolutely loved it!
R0768,M005,V0110,2024-10-29,negative,2,Not worth the time.
R0769,M006,V0328,2024-11-11,positive,10,Must watch!
R0770,M012,V0056,2024-11-29,positive,7,Must watch!
R0771,M008,V0458,2024-10-01,positive,7,Outstanding performance.
R0772,M003,V0023,2024-12-05,negative,4,Poor screenplay and weak characters.
R0773,M009,V0049,2025-01-11,positive,9,Outstanding performance.
R0774,M013,V0466,2024-11-12,negative,1,Poor screenplay and weak characters.
R0775,M015,V0385,2024-12-17,neutral,5,Average plot but good acting.
R0776,M003,V0064,2025-03-07,neutral,5,"Decent watch, nothing special."
R0777,M007,V0333,2024-10-09,neutral,6,"Decent watch, nothing special."
R0778,M012,V0141,2024-10-08,neutral,5,"It was okay, expected more."
R0779,M007,V0433,2024-10-17,positive,7,"Gripping storyline, great visuals."
R0780,M013,V0460,2024-10-17,positive,8,Highly recommend!
R0781,M003,V0305,2025-02-15,neutral,5,"It was okay, expected more."
R0782,M013,V0323,2024-10-11,positive,9,Highly recommend!
R0783,M009,V0444,2025-01-11,negative,1,Comedy fell completely flat.
R0784,M014,V0075,2024-10-25,positive,9,Outstanding performance.
R0785,M002,V0139,2025-01-14,positive,8,Highly recommend!
R0786,M014,V0404,2024-11-27,negative,2,Poor screenplay and weak characters.
R0787,M010,V0471,2025-01-09,negative,3,Comedy fell completely flat.
R0788,M005,V0217,2025-03-07,positive,9,Highly recommend!
R0789,M010,V0358,2025-02-26,negative,4,Comedy fell completely flat.
R0790,M012,V0282,2025-01-21,positive,10,Outstanding performance.
R0791,M015,V0196,2025-02-23,positive,9,Outstanding performance.
R0792,M012,V0168,2024-12-27,negative,2,Poor screenplay and weak characters.
R0793,M006,V0057,2024-11-01,negative,1,Not worth the time.
R0794,M012,V0348,2024-11-16,positive,10,Absolutely loved it!
R0795,M014,V0185,2024-12-03,positive,8,"Gripping storyline, great visuals."
R0796,M015,V0180,2024-10-30,negative,1,Disappointing story.
R0797,M008,V0217,2025-03-24,negative,2,Disappointing story.
R0798,M004,V0276,2025-02-20,positive,10,"Gripping storyline, great visuals."
R0799,M004,V0161,2024-12-03,positive,7,"Gripping storyline, great visuals."
R0800,M012,V0052,2025-02-09,negative,3,Poor screenplay and weak characters.
